row_id,batch_id,table_name,clean_concept,clean_content_vi,primary_specialty_code,subspecialty_code,risk_class,emergency_action_code,routing_rationale_vi,citation_url,embedding_input_text
B11_CQ_000020,B11,clarifying_questions,night_systemic_back,"Bối cảnh bổ sung: xuất hiện khi chuẩn bị đi làm, làm gián đoạn công việc. Mô tả đời thường của người dùng cho biết: Câu làm rõ 5: Đau lưng có nặng hơn về đêm, không đỡ khi nghỉ, kèm sốt hoặc sút cân không chủ ý không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: night_systemic_back
[Nội dung]: Bối cảnh bổ sung: xuất hiện khi chuẩn bị đi làm, làm gián đoạn công việc. Mô tả đời thường của người dùng cho biết: Câu làm rõ 5: Đau lưng có nặng hơn về đêm, không đỡ khi nghỉ, kèm sốt hoặc sút cân không chủ ý không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000021,B11,clarifying_questions,severe_joint_trauma,"Bối cảnh bổ sung: xuất hiện sáng nay, ảnh hưởng việc lên xuống cầu thang. Người dùng tự mô tả trong bước sàng lọc: Câu làm rõ 1: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: severe_joint_trauma
[Nội dung]: Bối cảnh bổ sung: xuất hiện sáng nay, ảnh hưởng việc lên xuống cầu thang. Người dùng tự mô tả trong bước sàng lọc: Câu làm rõ 1: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000022,B11,clarifying_questions,severe_joint_trauma,"Bối cảnh bổ sung: xuất hiện từ tối qua, ảnh hưởng việc lên xuống cầu thang. Người chăm sóc cung cấp thông tin trước routing: Câu làm rõ 2: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: severe_joint_trauma
[Nội dung]: Bối cảnh bổ sung: xuất hiện từ tối qua, ảnh hưởng việc lên xuống cầu thang. Người chăm sóc cung cấp thông tin trước routing: Câu làm rõ 2: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000023,B11,clarifying_questions,severe_joint_trauma,"Bối cảnh bổ sung: bắt đầu khoảng hai ngày trước, ảnh hưởng việc lên xuống cầu thang. Phiếu lý do khám ghi nhận: Câu làm rõ 3: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: severe_joint_trauma
[Nội dung]: Bối cảnh bổ sung: bắt đầu khoảng hai ngày trước, ảnh hưởng việc lên xuống cầu thang. Phiếu lý do khám ghi nhận: Câu làm rõ 3: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000024,B11,clarifying_questions,severe_joint_trauma,"Bối cảnh bổ sung: kéo dài khoảng một tuần, ảnh hưởng việc lên xuống cầu thang. Cuộc gọi hỗ trợ trước chọn chuyên khoa: Câu làm rõ 4: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: severe_joint_trauma
[Nội dung]: Bối cảnh bổ sung: kéo dài khoảng một tuần, ảnh hưởng việc lên xuống cầu thang. Cuộc gọi hỗ trợ trước chọn chuyên khoa: Câu làm rõ 4: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000025,B11,clarifying_questions,severe_joint_trauma,"Bối cảnh bổ sung: tái diễn trong vài tuần, ảnh hưởng việc lên xuống cầu thang. Chat ban đầu ghi nhận: Câu làm rõ 5: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: severe_joint_trauma
[Nội dung]: Bối cảnh bổ sung: tái diễn trong vài tuần, ảnh hưởng việc lên xuống cầu thang. Chat ban đầu ghi nhận: Câu làm rõ 5: Sau chấn thương có không thể chịu lực, khớp biến dạng/lệch vị trí, hoặc tê/mất cảm giác không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000026,B11,clarifying_questions,routine_joint,"Bối cảnh bổ sung: xảy ra sau một ngày làm việc, ảnh hưởng việc lên xuống cầu thang. Thông tin bổ sung sau câu hỏi làm rõ: Câu làm rõ 1: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: routine_joint
[Nội dung]: Bối cảnh bổ sung: xảy ra sau một ngày làm việc, ảnh hưởng việc lên xuống cầu thang. Thông tin bổ sung sau câu hỏi làm rõ: Câu làm rõ 1: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000027,B11,clarifying_questions,routine_joint,"Bối cảnh bổ sung: xuất hiện khi vừa thức dậy, ảnh hưởng việc lên xuống cầu thang. Yêu cầu khám kèm triệu chứng ghi nhận: Câu làm rõ 2: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: routine_joint
[Nội dung]: Bối cảnh bổ sung: xuất hiện khi vừa thức dậy, ảnh hưởng việc lên xuống cầu thang. Yêu cầu khám kèm triệu chứng ghi nhận: Câu làm rõ 2: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000028,B11,clarifying_questions,routine_joint,"Bối cảnh bổ sung: bắt đầu trong lúc đi bộ, ảnh hưởng việc lên xuống cầu thang. Tóm tắt triệu chứng trước booking ghi nhận: Câu làm rõ 3: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: routine_joint
[Nội dung]: Bối cảnh bổ sung: bắt đầu trong lúc đi bộ, ảnh hưởng việc lên xuống cầu thang. Tóm tắt triệu chứng trước booking ghi nhận: Câu làm rõ 3: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000029,B11,clarifying_questions,routine_joint,"Bối cảnh bổ sung: xuất hiện sau khi đứng lâu, ảnh hưởng việc lên xuống cầu thang. Luồng kiểm tra an toàn ghi nhận: Câu làm rõ 4: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: routine_joint
[Nội dung]: Bối cảnh bổ sung: xuất hiện sau khi đứng lâu, ảnh hưởng việc lên xuống cầu thang. Luồng kiểm tra an toàn ghi nhận: Câu làm rõ 4: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_CQ_000030,B11,clarifying_questions,routine_joint,"Bối cảnh bổ sung: bắt đầu khi đang nghỉ, ảnh hưởng việc lên xuống cầu thang. Mô tả đời thường của người dùng cho biết: Câu làm rõ 5: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.",UNASSIGNED,,HIGH_CLINICAL,NO_EMERGENCY_TRIGGER,,,"[Chuyên khoa]: UNASSIGNED
[Khái niệm]: routine_joint
[Nội dung]: Bối cảnh bổ sung: bắt đầu khi đang nghỉ, ảnh hưởng việc lên xuống cầu thang. Mô tả đời thường của người dùng cho biết: Câu làm rõ 5: Đau/cứng khớp kéo dài bao lâu và có ảnh hưởng rõ đến hoạt động hoặc giấc ngủ không? Nếu câu trả lời xác nhận red flag, dừng hỏi thêm và chuyển mức khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: NO_EMERGENCY_TRIGGER"
B11_UE_000001,B11,urgent_exclusions,infectious_joint,"Bối cảnh bổ sung: xảy ra sau khi mang đồ, ảnh hưởng việc lên xuống cầu thang. Người dùng tự mô tả trong bước sàng lọc: Yêu cầu tiêm/ thủ thuật khớp nhưng khớp đang sưng nóng kèm sốt. Urgent exclusion #01: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",HUMAN_TRIAGE,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,URGENT_SAME_DAY_MEDICAL_EVALUATION,,,"[Chuyên khoa]: HUMAN_TRIAGE - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: infectious_joint
[Nội dung]: Bối cảnh bổ sung: xảy ra sau khi mang đồ, ảnh hưởng việc lên xuống cầu thang. Người dùng tự mô tả trong bước sàng lọc: Yêu cầu tiêm/ thủ thuật khớp nhưng khớp đang sưng nóng kèm sốt. Urgent exclusion #01: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_SAME_DAY_MEDICAL_EVALUATION"
B11_UE_000002,B11,urgent_exclusions,cauda_equina_neuro_deficit,"Bối cảnh bổ sung: xuất hiện khi đổi tư thế, ảnh hưởng việc lên xuống cầu thang. Người chăm sóc cung cấp thông tin trước routing: Yêu cầu vật lý trị liệu đau lưng nhưng có bí tiểu mới và tê vùng yên ngựa. Urgent exclusion #02: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",EMERGENCY,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,GO_TO_ED_NOW_OR_CALL_115,,,"[Chuyên khoa]: EMERGENCY - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: cauda_equina_neuro_deficit
[Nội dung]: Bối cảnh bổ sung: xuất hiện khi đổi tư thế, ảnh hưởng việc lên xuống cầu thang. Người chăm sóc cung cấp thông tin trước routing: Yêu cầu vật lý trị liệu đau lưng nhưng có bí tiểu mới và tê vùng yên ngựa. Urgent exclusion #02: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW_OR_CALL_115"
B11_UE_000003,B11,urgent_exclusions,trauma_neurologic_deficit,"Bối cảnh bổ sung: được nhận thấy sau một chuyến đi dài, ảnh hưởng việc lên xuống cầu thang. Phiếu lý do khám ghi nhận: Yêu cầu đặt lịch Cơ xương khớp nhưng sau tai nạn có tê yếu chi. Urgent exclusion #03: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",EMERGENCY,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,GO_TO_ED_NOW_OR_CALL_115,,,"[Chuyên khoa]: EMERGENCY - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: trauma_neurologic_deficit
[Nội dung]: Bối cảnh bổ sung: được nhận thấy sau một chuyến đi dài, ảnh hưởng việc lên xuống cầu thang. Phiếu lý do khám ghi nhận: Yêu cầu đặt lịch Cơ xương khớp nhưng sau tai nạn có tê yếu chi. Urgent exclusion #03: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW_OR_CALL_115"
B11_UE_000004,B11,urgent_exclusions,night_systemic_back,"Bối cảnh bổ sung: bắt đầu trong lúc làm việc nhà, ảnh hưởng việc lên xuống cầu thang. Cuộc gọi hỗ trợ trước chọn chuyên khoa: Yêu cầu bó/nắn vì đau lưng nhưng đau tăng về đêm kèm sút cân. Urgent exclusion #04: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",HUMAN_TRIAGE,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,URGENT_SAME_DAY_MEDICAL_EVALUATION,,,"[Chuyên khoa]: HUMAN_TRIAGE - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: night_systemic_back
[Nội dung]: Bối cảnh bổ sung: bắt đầu trong lúc làm việc nhà, ảnh hưởng việc lên xuống cầu thang. Cuộc gọi hỗ trợ trước chọn chuyên khoa: Yêu cầu bó/nắn vì đau lưng nhưng đau tăng về đêm kèm sút cân. Urgent exclusion #04: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_SAME_DAY_MEDICAL_EVALUATION"
B11_UE_000005,B11,urgent_exclusions,severe_joint_trauma,"Bối cảnh bổ sung: xuất hiện sau vận động nhẹ, ảnh hưởng việc lên xuống cầu thang. Chat ban đầu ghi nhận: Yêu cầu xử lý khớp routine nhưng không thể chịu lực sau ngã. Urgent exclusion #05: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",EMERGENCY,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,GO_TO_ED_NOW_OR_CALL_115,,,"[Chuyên khoa]: EMERGENCY - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: severe_joint_trauma
[Nội dung]: Bối cảnh bổ sung: xuất hiện sau vận động nhẹ, ảnh hưởng việc lên xuống cầu thang. Chat ban đầu ghi nhận: Yêu cầu xử lý khớp routine nhưng không thể chịu lực sau ngã. Urgent exclusion #05: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW_OR_CALL_115"
B11_UE_000006,B11,urgent_exclusions,infectious_joint,"Bối cảnh bổ sung: được ghi nhận vào cuối ngày, ảnh hưởng việc lên xuống cầu thang. Thông tin bổ sung sau câu hỏi làm rõ: Yêu cầu tiêm/ thủ thuật khớp nhưng khớp đang sưng nóng kèm sốt. Urgent exclusion #06: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",HUMAN_TRIAGE,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,URGENT_SAME_DAY_MEDICAL_EVALUATION,,,"[Chuyên khoa]: HUMAN_TRIAGE - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: infectious_joint
[Nội dung]: Bối cảnh bổ sung: được ghi nhận vào cuối ngày, ảnh hưởng việc lên xuống cầu thang. Thông tin bổ sung sau câu hỏi làm rõ: Yêu cầu tiêm/ thủ thuật khớp nhưng khớp đang sưng nóng kèm sốt. Urgent exclusion #06: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_SAME_DAY_MEDICAL_EVALUATION"
B11_UE_000007,B11,urgent_exclusions,cauda_equina_neuro_deficit,"Bối cảnh bổ sung: xuất hiện trong đêm, ảnh hưởng việc lên xuống cầu thang. Yêu cầu khám kèm triệu chứng ghi nhận: Yêu cầu vật lý trị liệu đau lưng nhưng có bí tiểu mới và tê vùng yên ngựa. Urgent exclusion #07: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",EMERGENCY,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,GO_TO_ED_NOW_OR_CALL_115,,,"[Chuyên khoa]: EMERGENCY - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: cauda_equina_neuro_deficit
[Nội dung]: Bối cảnh bổ sung: xuất hiện trong đêm, ảnh hưởng việc lên xuống cầu thang. Yêu cầu khám kèm triệu chứng ghi nhận: Yêu cầu vật lý trị liệu đau lưng nhưng có bí tiểu mới và tê vùng yên ngựa. Urgent exclusion #07: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW_OR_CALL_115"
B11_UE_000008,B11,urgent_exclusions,trauma_neurologic_deficit,"Bối cảnh bổ sung: bắt đầu sau khi ngồi lâu, ảnh hưởng việc lên xuống cầu thang. Tóm tắt triệu chứng trước booking ghi nhận: Yêu cầu đặt lịch Cơ xương khớp nhưng sau tai nạn có tê yếu chi. Urgent exclusion #08: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",EMERGENCY,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,GO_TO_ED_NOW_OR_CALL_115,,,"[Chuyên khoa]: EMERGENCY - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: trauma_neurologic_deficit
[Nội dung]: Bối cảnh bổ sung: bắt đầu sau khi ngồi lâu, ảnh hưởng việc lên xuống cầu thang. Tóm tắt triệu chứng trước booking ghi nhận: Yêu cầu đặt lịch Cơ xương khớp nhưng sau tai nạn có tê yếu chi. Urgent exclusion #08: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW_OR_CALL_115"
B11_UE_000009,B11,urgent_exclusions,night_systemic_back,"Bối cảnh bổ sung: được nhận thấy lúc lên cầu thang, ảnh hưởng việc lên xuống cầu thang. Luồng kiểm tra an toàn ghi nhận: Yêu cầu bó/nắn vì đau lưng nhưng đau tăng về đêm kèm sút cân. Urgent exclusion #09: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",HUMAN_TRIAGE,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,URGENT_SAME_DAY_MEDICAL_EVALUATION,,,"[Chuyên khoa]: HUMAN_TRIAGE - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: night_systemic_back
[Nội dung]: Bối cảnh bổ sung: được nhận thấy lúc lên cầu thang, ảnh hưởng việc lên xuống cầu thang. Luồng kiểm tra an toàn ghi nhận: Yêu cầu bó/nắn vì đau lưng nhưng đau tăng về đêm kèm sút cân. Urgent exclusion #09: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_SAME_DAY_MEDICAL_EVALUATION"
B11_UE_000010,B11,urgent_exclusions,severe_joint_trauma,"Bối cảnh bổ sung: xuất hiện khi chuẩn bị đi làm, ảnh hưởng việc lên xuống cầu thang. Mô tả đời thường của người dùng cho biết: Yêu cầu xử lý khớp routine nhưng không thể chịu lực sau ngã. Urgent exclusion #10: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",EMERGENCY,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,GO_TO_ED_NOW_OR_CALL_115,,,"[Chuyên khoa]: EMERGENCY - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: severe_joint_trauma
[Nội dung]: Bối cảnh bổ sung: xuất hiện khi chuẩn bị đi làm, ảnh hưởng việc lên xuống cầu thang. Mô tả đời thường của người dùng cho biết: Yêu cầu xử lý khớp routine nhưng không thể chịu lực sau ngã. Urgent exclusion #10: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW_OR_CALL_115"
B11_UE_000011,B11,urgent_exclusions,infectious_joint,"Bối cảnh bổ sung: xuất hiện sáng nay, làm người dùng lo ngại trước thủ thuật. Người dùng tự mô tả trong bước sàng lọc: Yêu cầu tiêm/ thủ thuật khớp nhưng khớp đang sưng nóng kèm sốt. Urgent exclusion #11: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",HUMAN_TRIAGE,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,URGENT_SAME_DAY_MEDICAL_EVALUATION,,,"[Chuyên khoa]: HUMAN_TRIAGE - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: infectious_joint
[Nội dung]: Bối cảnh bổ sung: xuất hiện sáng nay, làm người dùng lo ngại trước thủ thuật. Người dùng tự mô tả trong bước sàng lọc: Yêu cầu tiêm/ thủ thuật khớp nhưng khớp đang sưng nóng kèm sốt. Urgent exclusion #11: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_SAME_DAY_MEDICAL_EVALUATION"
B11_UE_000012,B11,urgent_exclusions,cauda_equina_neuro_deficit,"Bối cảnh bổ sung: xuất hiện từ tối qua, làm người dùng lo ngại trước thủ thuật. Người chăm sóc cung cấp thông tin trước routing: Yêu cầu vật lý trị liệu đau lưng nhưng có bí tiểu mới và tê vùng yên ngựa. Urgent exclusion #12: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",EMERGENCY,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,GO_TO_ED_NOW_OR_CALL_115,,,"[Chuyên khoa]: EMERGENCY - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: cauda_equina_neuro_deficit
[Nội dung]: Bối cảnh bổ sung: xuất hiện từ tối qua, làm người dùng lo ngại trước thủ thuật. Người chăm sóc cung cấp thông tin trước routing: Yêu cầu vật lý trị liệu đau lưng nhưng có bí tiểu mới và tê vùng yên ngựa. Urgent exclusion #12: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW_OR_CALL_115"
B11_UE_000013,B11,urgent_exclusions,trauma_neurologic_deficit,"Bối cảnh bổ sung: bắt đầu khoảng hai ngày trước, làm người dùng lo ngại trước thủ thuật. Phiếu lý do khám ghi nhận: Yêu cầu đặt lịch Cơ xương khớp nhưng sau tai nạn có tê yếu chi. Urgent exclusion #13: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",EMERGENCY,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,GO_TO_ED_NOW_OR_CALL_115,,,"[Chuyên khoa]: EMERGENCY - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: trauma_neurologic_deficit
[Nội dung]: Bối cảnh bổ sung: bắt đầu khoảng hai ngày trước, làm người dùng lo ngại trước thủ thuật. Phiếu lý do khám ghi nhận: Yêu cầu đặt lịch Cơ xương khớp nhưng sau tai nạn có tê yếu chi. Urgent exclusion #13: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: GO_TO_ED_NOW_OR_CALL_115"
B11_UE_000014,B11,urgent_exclusions,night_systemic_back,"Bối cảnh bổ sung: kéo dài khoảng một tuần, làm người dùng lo ngại trước thủ thuật. Cuộc gọi hỗ trợ trước chọn chuyên khoa: Yêu cầu bó/nắn vì đau lưng nhưng đau tăng về đêm kèm sút cân. Urgent exclusion #14: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.",HUMAN_TRIAGE,PROCEDURE_STOP_RED_FLAG,HIGH_CLINICAL,URGENT_SAME_DAY_MEDICAL_EVALUATION,,,"[Chuyên khoa]: HUMAN_TRIAGE - PROCEDURE_STOP_RED_FLAG
[Khái niệm]: night_systemic_back
[Nội dung]: Bối cảnh bổ sung: kéo dài khoảng một tuần, làm người dùng lo ngại trước thủ thuật. Cuộc gọi hỗ trợ trước chọn chuyên khoa: Yêu cầu bó/nắn vì đau lưng nhưng đau tăng về đêm kèm sút cân. Urgent exclusion #14: dừng thủ thuật/routine booking và chuyển đánh giá khẩn phù hợp.
[Mức độ rủi ro]: HIGH_CLINICAL
[Khuyến nghị cấp cứu]: URGENT_SAME_DAY_MEDICAL_EVALUATION"
